filename,mattcorr,auc,tp,fp,tn,fn,tpr,fpr,prevalence,error,accuracy,sens,spec,precision,fdr,youden,H
DongWangResults.csv,0.59321678866816585,0.99164746543778803,8,14,420,0,1.0,0.03225806451612903,0.01809954751131222,0.03167420814479638,0.9683257918552,36,1.0,0.967741935483871,0.36363636363636365,0.6363636363636364,0.967741935483871,0.87953854971193635
